time,min,mean,max,median,rms,VLP,LP,VT,fratio
1057708800.0,0.2081312499470584,469.7633594450592,2589.7916293622807,384.0014136898709,380.4762537606654,6.0130402038169946,147.9974923645121,446.24373360070825,1.5922591788006346
1057708860.0,0.0015743771351282,506.0485758656296,2844.8558445696194,411.4121276260423,410.9267661504228,5.254968487269543,161.90373408393262,483.1918349080528,1.577459816086673
1057708920.0,0.1153897316295022,379.0567847118403,2404.5068975439367,310.8605012803645,309.91101557773044,4.962748938389751,143.89639231081443,350.4494110861111,1.2841757777961134
1057708980.0,0.1399784796360137,435.413282511504,2821.9197856814344,343.65810203713374,377.0898776818258,5.753257685180031,153.8681472715342,406.2058928933771,1.4005165634489902
1057709040.0,0.0146111449242027,432.6922247837948,3050.317900188835,341.1030078171675,371.6562315060547,3.825379053835154,167.30255247743872,402.6813117822285,1.2671790629097992
1057709100.0,0.0604337332220268,339.90499231451577,2057.1484628950884,283.00909872190255,264.0550380685042,5.41940594316254,122.20755108133817,317.50956513012375,1.3774666238470463
1057709160.0,0.0604698746759311,415.9375632794382,3937.571508367899,321.67986969979245,388.8890372043193,4.093318219422872,141.42050443230053,390.17304537648334,1.464122804207364
1057709220.0,0.1050995555018659,374.98313512665766,2117.2231556733627,313.1363526254022,286.5618466826809,3.6946496257525983,138.3979828254282,347.33934639613454,1.327522932022081
1057709280.0,0.1537066661087323,526.5848213417263,3096.0989223634056,412.41408818924566,447.9235096439347,4.301307882541887,189.0450568325916,486.2943516652912,1.3630997085977696
1057709340.0,0.0783981820381711,450.215795451652,2584.875665497733,365.6334642251477,358.5125668726443,4.811346317081783,143.2446966503561,429.7718024399305,1.5850891028100484
1057709400.0,0.0603834143778669,450.16847579172367,2971.3168919707955,342.28279708662444,400.25247982732486,5.70385398557281,182.156524414402,396.0384032699076,1.1204616632163835
1057709460.0,1.5883294449985783,616.8740160548051,2860.3791268850373,501.2033608269969,495.2243867745468,4.550254428288521,264.9459822342555,545.2675456327618,1.041266038850578
1057709520.0,0.4249258500614417,570.3399984711327,3651.816637503347,469.8365543825805,456.9191119322127,5.519430926190328,187.014690976565,539.0158474784065,1.5271760841767117
1057709580.0,0.1907121356288144,487.46421143332975,2952.0032206178125,393.9722764924837,403.6190020859515,5.219013052472633,165.489881881482,455.271593632564,1.4599844334016032
1057709640.0,0.5945677191417644,514.838257234629,2876.489135361141,412.6285386799455,426.4399880074647,5.034628370308815,177.35240018216965,486.9473807265104,1.4571470288916422
1057709700.0,0.4379031070300243,504.1039396289861,2582.9078108238714,417.11885713624224,393.9554300193306,5.843132827146258,178.27189533360513,473.8811076949874,1.410445866739496
1057709760.0,0.196499352789317,454.3917067200144,2654.02886670532,375.1549199647767,361.1125426472482,5.681406215495808,146.15784665009312,430.9818607450628,1.5600998661948366
1057709820.0,0.0886741023246102,532.4084813314247,5115.048896933218,404.72109048022287,495.9183841582107,5.668350619405827,233.4827193888682,473.99896316696,1.0215681267559955
1057709880.0,0.3516731929436503,1372.591066010273,9768.676314848912,993.762359681662,1299.0373342044747,5.129584459916026,1025.563930592696,910.3848151841556,-0.1718690284783934
1057709940.0,0.0455552327456132,682.1769662496873,3732.1778415815575,557.1189415431131,548.8148391379433,4.355443692881184,402.6656383476002,551.6445676812992,0.4541566532114623
1057710000.0,0.0982760478950268,388.8384866843319,2693.309788631077,309.49571753026373,328.7546501602492,4.4383357972095885,145.29736207381916,362.3289054722304,1.318291393543884
1057710060.0,0.0445564270085583,381.4214465317771,3091.708983594542,306.4953655258845,323.70912601722154,5.385485933419795,129.21849913389704,356.13164521256766,1.4625980132397485
1057710120.0,0.0583153735216228,395.27362573692034,1759.3041885909468,334.79371002653886,297.39095685405965,4.91342728078302,121.47964488367508,374.1812698822472,1.623022748202546
1057710180.0,0.0710007004197166,389.5207441794103,2101.152069972691,319.58541364189244,310.51221498935865,5.2174989376473615,130.0210572937627,367.9604886079514,1.500805567916872
1057710240.0,0.0365687252960924,359.2775243763892,2188.498534585736,296.99301530409366,287.05078163314704,5.651422016539424,124.5800709768616,335.84653197800554,1.4307288319336595
1057710300.0,0.0599573462619886,486.9022671633309,3107.8526257101416,394.5132902378269,398.842800184355,5.41177173530023,160.31477281114402,461.6285258970423,1.525825002500331
1057710360.0,0.1409670092541297,327.6316470086859,1831.5406584383293,268.39760781277226,262.0494543666102,5.501648687789554,118.61324367420856,306.18360689066327,1.3681319409012902
1057710420.0,0.4706628503324239,346.86000077374143,2097.7093280133995,297.0134782466888,262.8883691851311,4.890374479619317,114.763127379036,327.98919036235145,1.514989080047357
1057710480.0,0.3452012099280779,374.57486475379466,2595.072293699572,302.0400142767687,307.1875007471003,5.711797025247111,119.57517118513518,354.9360519662948,1.569641264190893
1057710540.0,0.0113096452909573,335.5345007122792,1977.7088897382496,274.28020386502203,267.39385576280824,4.914058171399446,118.52366176309307,315.24632091398144,1.4113044298077115
1057710600.0,0.0131189239898503,354.49600754483083,1878.692404689396,290.8660568408051,282.3705931333245,4.956328814025056,124.29915178982873,333.9749175467638,1.4259233047658806
1057710660.0,0.2917186513247998,453.2713102540854,3639.910313636869,350.6285703239448,403.2773721738242,4.605309661101796,140.26410589112106,432.90925044608144,1.6259187633886545
1057710720.0,0.123498645925494,327.0820617527206,1983.140405415912,266.2171705897823,270.3582939615609,4.695877505090572,106.46501994572644,310.4767992114513,1.5441059675051827
1057710780.0,0.0052368297364182,451.7914379520759,3810.843818736311,339.36656350540864,440.169802513157,5.190442881391193,139.4450709163285,428.6261284940124,1.6200228584201366
1057710840.0,0.1302274969364134,329.76437057487726,1799.2830911241535,272.12554126703856,258.64864919087034,6.3534669785824045,119.37671465498642,308.2454024114133,1.3685579211877488
1057710900.0,0.0441290518703567,411.926181467557,2531.786302001853,335.89374594065083,329.4389384536557,3.6129538758311934,151.65175441943657,385.1963696899716,1.3448319182457151
1057710960.0,0.1718542310706823,359.5353641872181,2392.943859572336,285.8109927221809,308.6531847772662,7.419081652356098,127.07555548714578,336.5505368869222,1.4051366208813627
1057711020.0,0.291428316449732,428.3683365873324,2966.455007528197,340.91113157132213,363.5361404948004,6.230333485048093,140.14209402213407,407.0819719827899,1.5384289733034633
1057711080.0,0.0270949768932382,704.3629258590113,4957.866321961784,523.0033956771056,632.2342325435498,3.365446176314525,406.421377733452,571.4934899174813,0.491760774533831
1057711140.0,0.0773147722612179,530.9640474275362,2883.817242802571,419.2298119975411,439.1784935843768,5.666959968474751,247.7651973198384,470.58479275090383,0.9254811481396203
1057711200.0,0.1188378758748882,512.891064548475,2506.53561565493,435.83872525050606,392.0227262322808,4.019701110545032,204.00015569954803,473.3335593662588,1.2142869595235086
1057711260.0,0.0319885455708828,502.7419757374482,2599.586890376171,398.974783411018,404.4912707389527,5.3445694522020215,167.6924867977486,479.1661651990865,1.514707987750396
1057711320.0,0.334657253124675,435.0687675293549,3314.34223233239,356.4305327555644,357.79253810620565,4.327441856118511,164.24384771860247,403.7453407692848,1.2976062803896022
1057711380.0,0.0241655830606788,399.29256068430544,2351.3389728095262,326.6268562095108,322.1928281312557,5.03394756442438,132.68348396738034,377.9900625249421,1.5103595064124935
1057711440.0,0.1174916213178676,457.4082758674266,2412.103477628136,366.0959344698391,369.33713793078056,6.3044406126961965,149.96495830619236,434.0923946369793,1.533376715086011
1057711500.0,0.1506656581812251,441.02755159085433,2318.850410202458,365.1311622220592,343.12957715246364,4.676700421050039,156.24803137658455,414.07396488917504,1.406050482504556
1057711560.0,0.0355056325831526,440.76593966133305,3126.1307310003485,356.52445372406805,358.4419489575452,4.860635972411451,155.84584636162083,415.91250055656894,1.4161603424535292
1057711620.0,0.0022530991740694,372.53710290658114,2314.0234669265387,303.6226127235244,304.1467375364126,5.84169947555353,136.65705300787877,347.94466956136097,1.3482979850741572
