time,min,mean,max,median,rms,VLP,LP,VT,fratio
1057708800.0,0.0509917316241228,562.3910542537419,3254.833168831459,464.8787809326636,433.4147495657062,3.393185483161521,335.78188031019334,452.0713275017153,0.429026037340502
1057708860.0,0.0981771874140235,641.726403531674,3320.497235122969,526.9812872043617,502.094286147692,3.136386070933312,413.7883119919248,493.30280926724936,0.2535806083249728
1057708920.0,0.004654156568165,469.4772577642725,2170.0318722601746,398.4344292677051,355.6344258079431,3.9992550848957538,323.2758321662042,347.3771908014285,0.1037373712822718
1057708980.0,0.1326026322714142,1005.1484712306732,4911.704781331719,826.7131689902383,794.0370432105569,2.788512463949616,533.3186900910817,863.4528582093386,0.6951195253397926
1057709040.0,0.2116461621683498,613.9015866034771,3862.017925872896,493.5143317740893,501.0621269509392,4.071897905324107,360.8561684151829,503.0030818140187,0.4791433230412097
1057709100.0,0.0406125255438212,401.0641468407814,1941.4821385561445,342.21657825484783,303.4670481358913,4.155627366984412,247.24842689374023,314.6129947809123,0.347616919151152
1057709160.0,0.166506886221498,577.776379582468,2688.481560093096,485.1606654698363,439.6954563781774,4.18061918410939,329.42026688540176,477.0681551129954,0.5342660713083986
1057709220.0,0.280932383811546,596.7782823078454,2786.9612996658425,495.3980801280199,460.8293696894831,3.7608811877129096,354.6720355144332,481.2447220969515,0.4402851345027174
1057709280.0,0.1892732635863012,484.0823712211601,2271.160466921004,405.9616925349085,374.780830930573,2.873008669904282,318.356780296574,368.4061458782709,0.2106526383975561
1057709340.0,0.2061018767351754,554.8216947011923,2596.3782586042,467.4605702768943,428.7113187344741,2.916720923349656,336.9663757841373,447.228927297606,0.4084088672729982
1057709400.0,0.4465167346057939,932.0463888925505,12039.960718986606,539.9323710378125,1399.5630416548988,5.035472759767617,699.8116592509496,533.10506943341,-0.3925467997670143
1057709460.0,0.50764078881069,1080.079807384099,7985.283398449411,808.2310909518533,1012.4801822475008,4.085441079985934,719.1549447675985,780.7162258398107,0.1184956154250599
1057709520.0,0.0168154854711986,542.3071678245554,2759.7008264637534,455.3969733967559,421.8300999066402,3.988721077525384,316.4753577111166,448.4936955905575,0.5029945366634787
1057709580.0,0.0001426256212511,489.4848377906676,2656.7851342544773,401.1559396651416,389.1097736816874,3.907492729492635,323.1666110471824,368.95930095838384,0.1911835354186976
1057709640.0,0.0679972691978889,860.1987796827574,5298.383800931945,637.6781814837993,766.6691716818149,3.657855638733852,453.6659386896162,738.5637518820647,0.7030921119798748
